##Name	Total_Item	Num_item	Num_list	Num_list_item	Ori_p	Adj_p	Enrich_score	Gene_list	Group_ID
KEGG_CELL_ADHESION_MOLECULES_CAMS	7829	134	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_MONOCYTE_PATHWAY	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_HER2_PATHWAY	7829	22	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_AHSP_PATHWAY	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	7829	22	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	7829	70	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_IL17_PATHWAY	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GLUCOSE_TRANSPORT	7829	38	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_HCMV_PATHWAY	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	7829	54	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_GLEEVEC_PATHWAY	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	7829	9	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_APOPTOSIS	7829	88	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PHASE_II_CONJUGATION	7829	70	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_NUCLEOTIDE_EXCISION_REPAIR	7829	44	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ION_CHANNEL_TRANSPORT	7829	55	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_TYROSINE_METABOLISM	7829	42	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_BCR_PATHWAY	7829	37	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_XENOBIOTICS	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_UCALPAIN_PATHWAY	7829	18	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_PTEN_PATHWAY	7829	18	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_IGF1_PATHWAY	7829	21	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	7829	70	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_PPAR_SIGNALING_PATHWAY	7829	69	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_BARR_MAPK_PATHWAY	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_LINOLEIC_ACID_METABOLISM	7829	29	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_CYTOKINE_PATHWAY	7829	22	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	7829	67	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	7829	28	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_CA_DEPENDENT_EVENTS	7829	30	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_BLYMPHOCYTE_PATHWAY	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_PPARA_PATHWAY	7829	58	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_AKAP13_PATHWAY	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_PLCE_PATHWAY	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_BETA_ALANINE_METABOLISM	7829	22	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_NOTCH_SIGNALING_PATHWAY	7829	47	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_TID_PATHWAY	7829	19	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	7829	188	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	7829	38	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PEPTIDE_CHAIN_ELONGATION	7829	153	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_PARKINSONS_DISEASE	7829	133	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GAP_JUNCTION_DEGRADATION	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_PROPANOATE_METABOLISM	7829	33	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	7829	84	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_COMP_PATHWAY	7829	19	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_GRANULOCYTES_PATHWAY	7829	14	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_RENAL_CELL_CARCINOMA	7829	70	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_TOLL_PATHWAY	7829	37	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	7829	25	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	7829	48	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	7829	25	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ENDOGENOUS_STEROLS	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_MITOCHONDRIA_PATHWAY	7829	21	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_PS1_PATHWAY	7829	14	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	7829	38	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_LAIR_PATHWAY	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	7829	45	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	7829	19	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	7829	38	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_GATA3_PATHWAY	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	7829	126	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	7829	28	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	7829	24	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_STEROID_BIOSYNTHESIS	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_OXIDATIVE_PHOSPHORYLATION	7829	135	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_RECYCLING_PATHWAY_OF_L1	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_EIF2_PATHWAY	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_REGULATION_OF_INSULIN_SECRETION	7829	93	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_RIBOSOME	7829	88	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_THYROID_CANCER	7829	29	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_EGF_PATHWAY	7829	31	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	7829	25	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	7829	34	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_ACH_PATHWAY	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TIGHT_JUNCTION_INTERACTIONS	7829	29	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PI_METABOLISM	7829	48	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	7829	45	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	7829	44	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SIGNALING_BY_NODAL	7829	18	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	7829	33	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_AMINE_DERIVED_HORMONES	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ERK_MAPK_TARGETS	7829	21	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_INOSITOL_PHOSPHATE_METABOLISM	7829	54	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_BCELLSURVIVAL_PATHWAY	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_LONGEVITY_PATHWAY	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_P35ALZHEIMERS_PATHWAY	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_DC_PATHWAY	7829	22	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	7829	25	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_EPO_PATHWAY	7829	19	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ETHANOL_OXIDATION	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_P2Y_RECEPTORS	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	7829	14	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_TCRA_PATHWAY	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	7829	68	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	7829	72	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_RNA_PATHWAY	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_PENTOSE_PHOSPHATE_PATHWAY	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	7829	18	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_RNA_POL_I_PROMOTER_OPENING	7829	62	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_NOD1_2_SIGNALING_PATHWAY	7829	30	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	7829	241	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_INFLAM_PATHWAY	7829	29	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	7829	74	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_VIBRIO_CHOLERAE_INFECTION	7829	56	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_GLYCOLYSIS_PATHWAY	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_NOS1_PATHWAY	7829	24	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	7829	24	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_KERATINOCYTE_PATHWAY	7829	46	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_STARCH_AND_SUCROSE_METABOLISM	7829	52	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PKB_MEDIATED_EVENTS	7829	29	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_TASTE_TRANSDUCTION	7829	52	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	7829	19	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_METAL_ION_SLC_TRANSPORTERS	7829	22	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	7829	137	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	7829	89	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_CHREBP2_PATHWAY	7829	42	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ERKS_ARE_INACTIVATED	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_CITRATE_CYCLE_TCA_CYCLE	7829	32	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_STEM_PATHWAY	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	7829	19	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_NFKB_PATHWAY	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_LYSOSOME	7829	121	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	7829	24	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	7829	85	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_STRIATED_MUSCLE_CONTRACTION	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	7829	25	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	7829	21	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_METABOLISM_OF_PORPHYRINS	7829	14	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	7829	37	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	7829	51	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	7829	35	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_IGF1R_PATHWAY	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	7829	21	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_CD40_PATHWAY	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_VITCB_PATHWAY	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_RNA_POL_III_TRANSCRIPTION	7829	33	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	7829	76	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	7829	14	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_CARM_ER_PATHWAY	7829	35	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_DREAM_PATHWAY	7829	14	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SIGNALING_BY_GPCR	7829	920	200	5	9.999975e-01	1.000000000	0.212744565217391	CDK1,OXTR,CXCL10,DARC,ECT2	GSE3744
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	7829	38	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_VEGF_SIGNALING_PATHWAY	7829	76	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_RIBOFLAVIN_METABOLISM	7829	16	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	7829	32	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	7829	38	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_PLC_BETA_MEDIATED_EVENTS	7829	43	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_D4GDI_PATHWAY	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_CD28_CO_STIMULATION	7829	32	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SYNTHESIS_OF_PA	7829	27	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	7829	18	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	7829	29	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_IL3_PATHWAY	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_CARM1_PATHWAY	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_P53HYPOXIA_PATHWAY	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	7829	12	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	7829	25	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	7829	34	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	7829	11	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	7829	25	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	7829	118	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_LIMONENE_AND_PINENE_DEGRADATION	7829	10	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	7829	26	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	7829	31	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	7829	53	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_TH1TH2_PATHWAY	7829	19	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	7829	44	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_SALMONELLA_PATHWAY	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
BIOCARTA_FCER1_PATHWAY	7829	41	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	7829	15	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	7829	17	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_NETRIN1_SIGNALING	7829	41	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_LONG_TERM_DEPRESSION	7829	70	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	7829	13	200	0	1.000000e+00	1.000000000	0		GSE3744
KEGG_NITROGEN_METABOLISM	7829	23	200	0	1.000000e+00	1.000000000	0		GSE3744
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	7829	14	200	0	1.000000e+00	1.000000000	0		GSE3744
