##Name	Total_Item	Num_item	Num_list	Num_list_item	Ori_p	Adj_p	Enrich_score	Gene_list
KEGG_LINOLEIC_ACID_METABOLISM	7829	29	200	0	1.00000000	1	0	
BIOCARTA_CYTOKINE_PATHWAY	7829	22	200	0	1.00000000	1	0	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	7829	67	200	0	1.00000000	1	0	
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	7829	28	200	0	1.00000000	1	0	
REACTOME_CA_DEPENDENT_EVENTS	7829	30	200	0	1.00000000	1	0	
BIOCARTA_BLYMPHOCYTE_PATHWAY	7829	11	200	0	1.00000000	1	0	
BIOCARTA_AKAP13_PATHWAY	7829	12	200	0	1.00000000	1	0	
BIOCARTA_PLCE_PATHWAY	7829	12	200	0	1.00000000	1	0	
KEGG_BETA_ALANINE_METABOLISM	7829	22	200	0	1.00000000	1	0	
KEGG_NOTCH_SIGNALING_PATHWAY	7829	47	200	0	1.00000000	1	0	
BIOCARTA_TID_PATHWAY	7829	19	200	0	1.00000000	1	0	
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	7829	38	200	0	1.00000000	1	0	
REACTOME_PEPTIDE_CHAIN_ELONGATION	7829	153	200	0	1.00000000	1	0	
KEGG_PARKINSONS_DISEASE	7829	133	200	0	1.00000000	1	0	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	7829	15	200	0	1.00000000	1	0	
REACTOME_GAP_JUNCTION_DEGRADATION	7829	10	200	0	1.00000000	1	0	
KEGG_PROPANOATE_METABOLISM	7829	33	200	0	1.00000000	1	0	
REACTOME_APOPTOTIC_EXECUTION_PHASE	7829	54	200	0	1.00000000	1	0	
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	7829	23	200	0	1.00000000	1	0	
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	7829	82	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	7829	84	200	0	1.00000000	1	0	
BIOCARTA_GRANULOCYTES_PATHWAY	7829	14	200	0	1.00000000	1	0	
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	7829	23	200	0	1.00000000	1	0	
BIOCARTA_ERK_PATHWAY	7829	28	200	0	1.00000000	1	0	
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	7829	17	200	0	1.00000000	1	0	
REACTOME_M_G1_TRANSITION	7829	81	200	0	1.00000000	1	0	
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	7829	13	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	7829	25	200	0	1.00000000	1	0	
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	7829	11	200	0	1.00000000	1	0	
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	7829	48	200	0	1.00000000	1	0	
REACTOME_ENDOGENOUS_STEROLS	7829	15	200	0	1.00000000	1	0	
BIOCARTA_MITOCHONDRIA_PATHWAY	7829	21	200	0	1.00000000	1	0	
REACTOME_RNA_POL_II_TRANSCRIPTION	7829	105	200	0	1.00000000	1	0	
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	7829	10	200	0	1.00000000	1	0	
BIOCARTA_PS1_PATHWAY	7829	14	200	0	1.00000000	1	0	
BIOCARTA_LAIR_PATHWAY	7829	17	200	0	1.00000000	1	0	
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	7829	27	200	0	1.00000000	1	0	
REACTOME_MEIOTIC_RECOMBINATION	7829	86	200	0	1.00000000	1	0	
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	7829	45	200	0	1.00000000	1	0	
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	7829	19	200	0	1.00000000	1	0	
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	7829	38	200	0	1.00000000	1	0	
BIOCARTA_GATA3_PATHWAY	7829	16	200	0	1.00000000	1	0	
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	7829	132	200	0	1.00000000	1	0	
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	7829	52	200	0	1.00000000	1	0	
BIOCARTA_PROTEASOME_PATHWAY	7829	28	200	0	1.00000000	1	0	
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	7829	28	200	0	1.00000000	1	0	
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	7829	24	200	0	1.00000000	1	0	
KEGG_STEROID_BIOSYNTHESIS	7829	17	200	0	1.00000000	1	0	
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	7829	64	200	0	1.00000000	1	0	
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	7829	15	200	0	1.00000000	1	0	
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	7829	17	200	0	1.00000000	1	0	
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	7829	16	200	0	1.00000000	1	0	
REACTOME_G1_PHASE	7829	38	200	0	1.00000000	1	0	
KEGG_OXIDATIVE_PHOSPHORYLATION	7829	135	200	0	1.00000000	1	0	
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	7829	16	200	0	1.00000000	1	0	
BIOCARTA_HIVNEF_PATHWAY	7829	58	200	0	1.00000000	1	0	
BIOCARTA_EIF2_PATHWAY	7829	11	200	0	1.00000000	1	0	
KEGG_RIBOSOME	7829	88	200	0	1.00000000	1	0	
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	7829	23	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	7829	15	200	0	1.00000000	1	0	
KEGG_BASE_EXCISION_REPAIR	7829	35	200	0	1.00000000	1	0	
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	7829	34	200	0	1.00000000	1	0	
BIOCARTA_ACH_PATHWAY	7829	16	200	0	1.00000000	1	0	
BIOCARTA_CASPASE_PATHWAY	7829	23	200	0	1.00000000	1	0	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	7829	56	200	0	1.00000000	1	0	
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	7829	16	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	7829	13	200	0	1.00000000	1	0	
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	7829	16	200	0	1.00000000	1	0	
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	7829	11	200	0	1.00000000	1	0	
REACTOME_PI_METABOLISM	7829	48	200	0	1.00000000	1	0	
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	7829	14	200	0	1.00000000	1	0	
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	7829	45	200	0	1.00000000	1	0	
REACTOME_SIGNALING_BY_NODAL	7829	18	200	0	1.00000000	1	0	
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	7829	13	200	0	1.00000000	1	0	
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	7829	33	200	0	1.00000000	1	0	
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	7829	12	200	0	1.00000000	1	0	
REACTOME_AMINE_DERIVED_HORMONES	7829	15	200	0	1.00000000	1	0	
REACTOME_ERK_MAPK_TARGETS	7829	21	200	0	1.00000000	1	0	
KEGG_INOSITOL_PHOSPHATE_METABOLISM	7829	54	200	0	1.00000000	1	0	
BIOCARTA_BCELLSURVIVAL_PATHWAY	7829	16	200	0	1.00000000	1	0	
BIOCARTA_LONGEVITY_PATHWAY	7829	15	200	0	1.00000000	1	0	
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	7829	11	200	0	1.00000000	1	0	
BIOCARTA_P35ALZHEIMERS_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	7829	12	200	0	1.00000000	1	0	
BIOCARTA_DC_PATHWAY	7829	22	200	0	1.00000000	1	0	
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	7829	25	200	0	1.00000000	1	0	
REACTOME_HIV_INFECTION	7829	207	200	0	1.00000000	1	0	
REACTOME_ETHANOL_OXIDATION	7829	10	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	7829	17	200	0	1.00000000	1	0	
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	7829	14	200	0	1.00000000	1	0	
BIOCARTA_TCRA_PATHWAY	7829	13	200	0	1.00000000	1	0	
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	7829	13	200	0	1.00000000	1	0	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	7829	16	200	0	1.00000000	1	0	
BIOCARTA_RNA_PATHWAY	7829	10	200	0	1.00000000	1	0	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	7829	27	200	0	1.00000000	1	0	
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	7829	18	200	0	1.00000000	1	0	
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	7829	12	200	0	1.00000000	1	0	
REACTOME_RNA_POL_I_PROMOTER_OPENING	7829	62	200	0	1.00000000	1	0	
REACTOME_NOD1_2_SIGNALING_PATHWAY	7829	30	200	0	1.00000000	1	0	
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	7829	241	200	0	1.00000000	1	0	
REACTOME_MEIOTIC_SYNAPSIS	7829	73	200	0	1.00000000	1	0	
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	7829	74	200	0	1.00000000	1	0	
KEGG_VIBRIO_CHOLERAE_INFECTION	7829	56	200	0	1.00000000	1	0	
BIOCARTA_GLYCOLYSIS_PATHWAY	7829	10	200	0	1.00000000	1	0	
BIOCARTA_NOS1_PATHWAY	7829	24	200	0	1.00000000	1	0	
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	7829	27	200	0	1.00000000	1	0	
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	7829	24	200	0	1.00000000	1	0	
KEGG_STARCH_AND_SUCROSE_METABOLISM	7829	52	200	0	1.00000000	1	0	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	7829	23	200	0	1.00000000	1	0	
REACTOME_PKB_MEDIATED_EVENTS	7829	29	200	0	1.00000000	1	0	
KEGG_TASTE_TRANSDUCTION	7829	52	200	0	1.00000000	1	0	
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	7829	19	200	0	1.00000000	1	0	
REACTOME_METAL_ION_SLC_TRANSPORTERS	7829	22	200	0	1.00000000	1	0	
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	7829	15	200	0	1.00000000	1	0	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	7829	89	200	0	1.00000000	1	0	
BIOCARTA_CBL_PATHWAY	7829	13	200	0	1.00000000	1	0	
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	7829	17	200	0	1.00000000	1	0	
BIOCARTA_CHREBP2_PATHWAY	7829	42	200	0	1.00000000	1	0	
REACTOME_ERKS_ARE_INACTIVATED	7829	12	200	0	1.00000000	1	0	
KEGG_CITRATE_CYCLE_TCA_CYCLE	7829	32	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	7829	46	200	0	1.00000000	1	0	
BIOCARTA_STEM_PATHWAY	7829	15	200	0	1.00000000	1	0	
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	7829	19	200	0	1.00000000	1	0	
BIOCARTA_NFKB_PATHWAY	7829	23	200	0	1.00000000	1	0	
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	7829	17	200	0	1.00000000	1	0	
KEGG_LYSOSOME	7829	121	200	0	1.00000000	1	0	
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	7829	24	200	0	1.00000000	1	0	
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	7829	64	200	0	1.00000000	1	0	
REACTOME_TRNA_AMINOACYLATION	7829	42	200	0	1.00000000	1	0	
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	7829	10	200	0	1.00000000	1	0	
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	7829	53	200	0	1.00000000	1	0	
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	7829	25	200	0	1.00000000	1	0	
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	7829	21	200	0	1.00000000	1	0	
KEGG_MISMATCH_REPAIR	7829	23	200	0	1.00000000	1	0	
REACTOME_METABOLISM_OF_PORPHYRINS	7829	14	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	7829	37	200	0	1.00000000	1	0	
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	7829	35	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_DNA	7829	92	200	0	1.00000000	1	0	
BIOCARTA_IGF1R_PATHWAY	7829	23	200	0	1.00000000	1	0	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	7829	21	200	0	1.00000000	1	0	
REACTOME_KINESINS	7829	24	200	0	1.00000000	1	0	
BIOCARTA_CD40_PATHWAY	7829	15	200	0	1.00000000	1	0	
BIOCARTA_VITCB_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_RNA_POL_III_TRANSCRIPTION	7829	33	200	0	1.00000000	1	0	
REACTOME_TELOMERE_MAINTENANCE	7829	75	200	0	1.00000000	1	0	
BIOCARTA_ALK_PATHWAY	7829	37	200	0	1.00000000	1	0	
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	7829	76	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	7829	14	200	0	1.00000000	1	0	
BIOCARTA_ACTINY_PATHWAY	7829	20	200	0	1.00000000	1	0	
BIOCARTA_CARM_ER_PATHWAY	7829	35	200	0	1.00000000	1	0	
KEGG_VEGF_SIGNALING_PATHWAY	7829	76	200	0	1.00000000	1	0	
KEGG_RIBOFLAVIN_METABOLISM	7829	16	200	0	1.00000000	1	0	
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	7829	15	200	0	1.00000000	1	0	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	7829	32	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	7829	38	200	0	1.00000000	1	0	
REACTOME_PLC_BETA_MEDIATED_EVENTS	7829	43	200	0	1.00000000	1	0	
REACTOME_HS_GAG_DEGRADATION	7829	20	200	0	1.00000000	1	0	
REACTOME_CD28_CO_STIMULATION	7829	32	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_PA	7829	27	200	0	1.00000000	1	0	
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	7829	29	200	0	1.00000000	1	0	
BIOCARTA_IL3_PATHWAY	7829	15	200	0	1.00000000	1	0	
BIOCARTA_CARM1_PATHWAY	7829	13	200	0	1.00000000	1	0	
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	7829	10	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	7829	12	200	0	1.00000000	1	0	
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	7829	10	200	0	1.00000000	1	0	
KEGG_LIMONENE_AND_PINENE_DEGRADATION	7829	10	200	0	1.00000000	1	0	
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	7829	26	200	0	1.00000000	1	0	
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	7829	31	200	0	1.00000000	1	0	
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	7829	53	200	0	1.00000000	1	0	
BIOCARTA_TH1TH2_PATHWAY	7829	19	200	0	1.00000000	1	0	
BIOCARTA_SALMONELLA_PATHWAY	7829	13	200	0	1.00000000	1	0	
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	7829	15	200	0	1.00000000	1	0	
BIOCARTA_P53_PATHWAY	7829	16	200	0	1.00000000	1	0	
KEGG_LONG_TERM_DEPRESSION	7829	70	200	0	1.00000000	1	0	
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	7829	13	200	0	1.00000000	1	0	
KEGG_NITROGEN_METABOLISM	7829	23	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	7829	14	200	0	1.00000000	1	0	
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	7829	63	200	0	1.00000000	1	0	
BIOCARTA_HDAC_PATHWAY	7829	32	200	0	1.00000000	1	0	
BIOCARTA_RAS_PATHWAY	7829	23	200	0	1.00000000	1	0	
BIOCARTA_DEATH_PATHWAY	7829	33	200	0	1.00000000	1	0	
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	7829	10	200	0	1.00000000	1	0	
REACTOME_DNA_STRAND_ELONGATION	7829	30	200	0	1.00000000	1	0	
REACTOME_EXTENSION_OF_TELOMERES	7829	27	200	0	1.00000000	1	0	
REACTOME_GAP_JUNCTION_ASSEMBLY	7829	18	200	0	1.00000000	1	0	
BIOCARTA_ASBCELL_PATHWAY	7829	12	200	0	1.00000000	1	0	
REACTOME_CHROMOSOME_MAINTENANCE	7829	122	200	0	1.00000000	1	0	
REACTOME_PYRIMIDINE_METABOLISM	7829	24	200	0	1.00000000	1	0	
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	7829	51	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	7829	10	200	0	1.00000000	1	0	
BIOCARTA_FEEDER_PATHWAY	7829	9	200	0	1.00000000	1	0	
BIOCARTA_TNFR2_PATHWAY	7829	18	200	0	1.00000000	1	0	
REACTOME_AMYLOIDS	7829	83	200	0	1.00000000	1	0	
KEGG_O_GLYCAN_BIOSYNTHESIS	7829	30	200	0	1.00000000	1	0	
BIOCARTA_CERAMIDE_PATHWAY	7829	22	200	0	1.00000000	1	0	
BIOCARTA_ECM_PATHWAY	7829	24	200	0	1.00000000	1	0	
BIOCARTA_CTCF_PATHWAY	7829	23	200	0	1.00000000	1	0	
REACTOME_LAGGING_STRAND_SYNTHESIS	7829	19	200	0	1.00000000	1	0	
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	7829	31	200	0	1.00000000	1	0	
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	7829	34	200	0	1.00000000	1	0	
REACTOME_PD1_SIGNALING	7829	18	200	0	1.00000000	1	0	
REACTOME_RNA_POL_I_TRANSCRIPTION	7829	89	200	0	1.00000000	1	0	
KEGG_FATTY_ACID_METABOLISM	7829	42	200	0	1.00000000	1	0	
BIOCARTA_P27_PATHWAY	7829	13	200	0	1.00000000	1	0	
KEGG_REGULATION_OF_AUTOPHAGY	7829	35	200	0	1.00000000	1	0	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	7829	22	200	0	1.00000000	1	0	
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	7829	51	200	0	1.00000000	1	0	
BIOCARTA_TCYTOTOXIC_PATHWAY	7829	14	200	0	1.00000000	1	0	
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	7829	14	200	0	1.00000000	1	0	
KEGG_ARGININE_AND_PROLINE_METABOLISM	7829	54	200	0	1.00000000	1	0	
REACTOME_PEROXISOMAL_LIPID_METABOLISM	7829	21	200	0	1.00000000	1	0	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	7829	21	200	0	1.00000000	1	0	
REACTOME_IMMUNE_SYSTEM	7829	933	200	7	0.99996699	1	0.293692390139336	KLHL13,PELI2,UBE2C,CDK1,JUN,FOXO1,CFD
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	7829	79	200	0	1.00000000	1	0	
BIOCARTA_EXTRINSIC_PATHWAY	7829	13	200	0	1.00000000	1	0	
REACTOME_INTEGRATION_OF_PROVIRUS	7829	16	200	0	1.00000000	1	0	
BIOCARTA_NKCELLS_PATHWAY	7829	20	200	0	1.00000000	1	0	
REACTOME_GABA_A_RECEPTOR_ACTIVATION	7829	12	200	0	1.00000000	1	0	
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	7829	21	200	0	1.00000000	1	0	
BIOCARTA_WNT_PATHWAY	7829	26	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	7829	11	200	0	1.00000000	1	0	
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	7829	58	200	0	1.00000000	1	0	
BIOCARTA_RACCYCD_PATHWAY	7829	26	200	0	1.00000000	1	0	
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	7829	10	200	0	1.00000000	1	0	
BIOCARTA_ACE2_PATHWAY	7829	13	200	0	1.00000000	1	0	
REACTOME_ANDROGEN_BIOSYNTHESIS	7829	10	200	0	1.00000000	1	0	
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	7829	12	200	0	1.00000000	1	0	
BIOCARTA_SKP2E2F_PATHWAY	7829	10	200	0	1.00000000	1	0	
REACTOME_PURINE_CATABOLISM	7829	10	200	0	1.00000000	1	0	
REACTOME_METABOLISM_OF_MRNA	7829	284	200	0	1.00000000	1	0	
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	7829	9	200	0	1.00000000	1	0	
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	7829	31	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_PC	7829	18	200	0	1.00000000	1	0	
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	7829	17	200	0	1.00000000	1	0	
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	7829	11	200	0	1.00000000	1	0	
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	7829	11	200	0	1.00000000	1	0	
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	7829	23	200	0	1.00000000	1	0	
REACTOME_TRYPTOPHAN_CATABOLISM	7829	11	200	0	1.00000000	1	0	
BIOCARTA_ARF_PATHWAY	7829	17	200	0	1.00000000	1	0	
BIOCARTA_TCAPOPTOSIS_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	7829	16	200	0	1.00000000	1	0	
BIOCARTA_GH_PATHWAY	7829	28	200	0	1.00000000	1	0	
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	7829	32	200	0	1.00000000	1	0	
KEGG_TYPE_I_DIABETES_MELLITUS	7829	44	200	0	1.00000000	1	0	
REACTOME_CTLA4_INHIBITORY_SIGNALING	7829	21	200	0	1.00000000	1	0	
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	7829	11	200	0	1.00000000	1	0	
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	7829	13	200	0	1.00000000	1	0	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	7829	43	200	0	1.00000000	1	0	
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	7829	66	200	0	1.00000000	1	0	
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	7829	16	200	0	1.00000000	1	0	
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	7829	24	200	0	1.00000000	1	0	
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	7829	31	200	0	1.00000000	1	0	
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	7829	27	200	0	1.00000000	1	0	
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	7829	21	200	0	1.00000000	1	0	
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	7829	61	200	0	1.00000000	1	0	
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	7829	14	200	0	1.00000000	1	0	
BIOCARTA_MEF2D_PATHWAY	7829	23	200	0	1.00000000	1	0	
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	7829	48	200	0	1.00000000	1	0	
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	7829	27	200	0	1.00000000	1	0	
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	7829	12	200	0	1.00000000	1	0	
BIOCARTA_IL5_PATHWAY	7829	10	200	0	1.00000000	1	0	
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	7829	18	200	0	1.00000000	1	0	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	7829	41	200	0	1.00000000	1	0	
KEGG_AUTOIMMUNE_THYROID_DISEASE	7829	53	200	0	1.00000000	1	0	
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	7829	21	200	0	1.00000000	1	0	
REACTOME_GLYCOPROTEIN_HORMONES	7829	12	200	0	1.00000000	1	0	
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	7829	14	200	0	1.00000000	1	0	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	7829	14	200	0	1.00000000	1	0	
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	7829	19	200	0	1.00000000	1	0	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	7829	14	200	0	1.00000000	1	0	
