GeneSet_des	Ori_p	Adj_p	gsSize	gsSize_net	intSize	intSize_net	OverlapSize	InterestingGeneListID	Essential overlapped genes (sorted by weight)	Essential neighbor genes (sorted by weight)
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.22	0.81	31	27	158	148	0	GSE14548	GNG7	RPL11,ICMT,RPS3A,LMNB1,GLB1,STX6,RPL14,SMC4,DMD,VAPB,MTDH,KIF2C,CLDN11,GTF2I,PSMA7,EDNRB,CAPN6,CHRM5,PNMAL1,USP31,CKAP2,MOCS1,LHFPL2,EFHA2,ABCB1,GPRASP1,LHFP,CX3CL1,CSRNP3,D4S234E,LAMA3
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.22	0.81	13	12	158	148	0	GSE14548		CHRM5,DMD,FXYD1,KIAA1751,ICMT,GPIHBP1,RGMA
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.22	0.81	19	17	158	148	0	GSE14548	GNG7	ICMT,RPL14,LMNB1,RPL11,GLB1,STX6,RPS3A,GTF2I,MTDH,VAPB,PSMA7,EDNRB,PDGFD,CLDN11,LHFPL2,MOCS1,ABCB1,GPRASP1,EFHA2,LHFP
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.22	0.81	38	36	158	148	0	GSE14548	GNG7,KCNJ16	GLB1,VAPB,LMNB1,ICMT,RPL11,RPS3A,MTDH,DMD,STX6,DNAJC3,PEAR1,FAM13A,CLDN11,RELN,LHFPL2,CX3CL1,CHRM5,CHI3L1,NAB1,CXCL14,DENND2A,CSRNP3,PNMAL1,FXYD1,PAMR1,KIAA1751,SEMA5A,KCNMB1
REACTOME_INTERFERON_SIGNALING	0.22	0.81	159	137	158	148	4	GSE14548	EGR1	RPL14,SMC4,BTAF1,MTDH,LMNB1,WHSC1,ATAD2,INTS7,CCNB1,GLTSCR2,RPS3A,DUT,PSMD14,RPL11,ZWILCH,GTF2I,TRIP13,PSMA7,PBK,CKAP2,KIF2C,TWISTNB,SHCBP1,TTK,NUSAP1,MELK,KIF20A,SGOL2,CDCA8,CENPA,CEP55,EXO1,CDCA3,UBE2C,CDKN3,DNAJC3,NAB1,STX6,AMIGO2,TMEM206,DMD,HJURP,CASP1,STAT4,FAM176A,IL11RA,E2F1,MME,PEAR1,LSM14B,RCSD1,EBF1,KIAA1751,CBX7,CRYAB,ITM2A,CCNB1IP1,CCDC50,NKX6-1,DBNL,IL25,GTF2IRD1,HS3ST4,CX3CL1,MOCS1,CHRM5,PDGFD,RGMA,PAMR1,GPIHBP1
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.22	0.81	25	19	158	148	0	GSE14548		STX6,RPL14,PSMA7,RPS3A,GTF2I,PSMD14,MTDH,RPL11,GLB1,LMNB1,DMD,MRPL14,DNAJC3,GPRASP2,ABCB1,TRPC1,PLEKHH2,CRYAB,FAM176A,GPRASP1,MOCS1,EDNRB,PPP1R14A,KIAA1751,FXYD1,DENND2A,CDKN3
REACTOME_ETHANOL_OXIDATION	0.22	0.81	10	8	158	148	0	GSE14548		RPL11,CHI3L1,FXYD1,GLB1,FAM176A,PALMD
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.22	0.81	21	12	158	148	0	GSE14548		DUT,RPL14,SMC4,ZWILCH,WHSC1,CKAP2,ATAD2,INTS7,NUSAP1,PBK,CCNB1,KIF20A,RPS3A,KIF2C,TRIP13,SHCBP1,CDCA3,CDCA8,RPL11,MELK,LMNB1,EXO1,BTAF1,UBE2C,TTK,PSMA7,PSMD14,MTDH,CEP55,SGOL2,CENPA,CDKN3,GTF2I,GLTSCR2,ANLN,TWISTNB,DHRS13,MRPL14,RMI2,SCARA5,RCSD1,AMIGO2,EFHA2,MOCS1,HJURP,TGFBR3,GLB1,MME
BIOCARTA_NO1_PATHWAY	0.23	0.81	33	25	158	148	0	GSE14548		RPL11,RPS3A,DMD,GTF2I,STX6,KIF2C,CRYAB,ATAD2,WHSC1,PSMD14,CAPN6,SMC4,GLB1,CKAP2,RPL14,CCNB1,ITM2A,GPRASP1,TTK,ANLN,NUSAP1,ODZ2,GPRASP2,DBNL,PPL,PNMAL1,SPINT2,SCARA5,CX3CL1,CHRDL1,SEMA3G,PDGFD,ACOT12,SEMA5A,FIGF,TCF7L1,CHRM5,EGR1,CHI3L1,LIFR
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.23	0.81	11	8	158	148	0	GSE14548		ITM2A,SCARA5,STAT4,AMIGO2,TGFBR3
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.23	0.81	14	11	158	148	0	GSE14548		RPL14,MTDH,RPS3A,GLTSCR2,GTF2I,PSMA7,BTAF1,SMC4,RPL11,TWISTNB,GLB1,KIF2C,DUT,MRPL14,DNAJC3,NAB1,DMD,GNG7,RCSD1,AMIGO2,MELK,PNMAL1,TCEAL2
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.23	0.81	16	15	158	148	0	GSE14548		CHRM5,DMD,KIAA1751,FXYD1,GPIHBP1,ICMT,RGMA,DENND2A
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.23	0.81	18	16	158	148	0	GSE14548		RPL14,GTF2I,PSMA7,STX6,DNAJC3,MELK,RPL11,BTAF1,RPS3A,MTDH,DUT,DMD,INTS7,CCNB1,FOXN3,ANLN,STAT4,DBNL,AMIGO2,CBFA2T3,CX3CL1,CASP1
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.23	0.81	25	23	158	148	0	GSE14548	KCNMB1	KCNJ16,DMD,KIAA1751,LHFP,RGS9BP,IL25,KLHL13,CX3CL1,CAPN6,EGR1,PALMD,DENND2A,SEMA5A,CHRM5,TCF7L1,DBNL
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.23	0.81	30	24	158	148	0	GSE14548		MTDH,BTAF1,KIAA1751,CDCA3,FOXN3,GLT8D2,NKX6-1,IL25,PEAR1,AMIGO2,NAB1,HJURP,TMEM206
REACTOME_GABA_A_RECEPTOR_ACTIVATION	0.23	0.81	12	11	158	148	0	GSE14548		GPRASP2,DMD,CLDN11,CHRM5,HS3ST4,CXCL14,PAMR1,CX3CL1,GPRASP1
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.23	0.81	43	41	158	148	0	GSE14548		KCNMB1,DMD,KCNJ16,HS3ST4,SEMA5A,CX3CL1,SCN4B,FXYD1,KIAA1751,CLDN11,LSM14B,EFHA2,DENND2A,CD300LG,ODZ2,EGF,CCDC8
BIOCARTA_RELA_PATHWAY	0.24	0.81	16	14	158	148	0	GSE14548		MTDH,RPL14,BTAF1,RPL11,SMC4,RPS3A,CCDC50,TWISTNB,FOXN3,GLB1,INTS7,GTF2I,GNG7,RCSD1,NAB1,AMIGO2,LIFR,HJURP,NUSAP1,KIF20A,WHSC1,MRPL14
BIOCARTA_CACAM_PATHWAY	0.24	0.81	16	12	158	148	0	GSE14548		SMC4,DMD,RPL11,RPS3A,KIF2C,RPL14,DUT,CAPN6,CKAP2,TWISTNB,GTF2I,MELK,HS3ST4,CCNB1,ATAD2,BTAF1,STX6,NUSAP1,GLB1,CHRM5,EBF1,MOCS1,EFHA2,CX3CL1,ITM2A,CCNB1IP1,CCDC50,PER1,ZNF524,FOXN3,NAB1,CBX7
KEGG_SPHINGOLIPID_METABOLISM	0.24	0.81	40	35	158	148	1	GSE14548	GLB1,PPAP2B,PPAP2A	DNAJC3,MTDH,PSMA7,ST6GALNAC5,EBF1,GPC3,FAM176A,LHFPL2,LSM14B,PDGFD,ANLN,CLDN11,ITM2A
KEGG_NITROGEN_METABOLISM	0.24	0.81	23	21	158	148	0	GSE14548		ACOT12,DMD,RPL11,STX6,CXCL14,GPC3,C19orf21,CRYAB,FIGF,ICMT
KEGG_CALCIUM_SIGNALING_PATHWAY	0.24	0.81	178	150	158	148	1	GSE14548	CHRM5,TRPC1,OXTR,EDNRB	DMD,CX3CL1,EBF1,SEMA5A,HS3ST4,KIAA1751,CAPN6,PDGFD,FXYD1,EGF,ITM2A,FAM13A,LIFR,PNMAL1,MOCS1,GPRASP1,SPRY1,USP31,CLDN11,GLT8D2,TCF7L1,EFHA2,PALMD,PER1,RELN,IL25,PPAP2B,DENND2A,GTF2IRD1,DBNL,PLEKHH2,LSM14B,CCNB1IP1,CSRNP3,IL11RA,CHRDL1,CCDC50,STAT4,HOXA5,CXCL14,PEAR1,FAM176A,TCEAL2,ICMT,GNG7,LHFP,CABP7,MME
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.24	0.81	44	35	158	148	0	GSE14548		PSMA7,STX6,GTF2I,RPS3A,MTDH,GLB1,RPL11,RPL14,PSMD14,DNAJC3,NAB1,EFHA2,ITM2A,LSM14B,DHRS13,GPRASP1,MOSPD3,LHFPL2,PDGFD,TRPC1,CRYAB,GPRASP2,DMD,GNG7,PEAR1,ICMT,CHI3L1,FOXN3,CX3CL1,HJURP,PLEKHH2,KLHL13,SEMA5A,PPL,CBX7,KRT15
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.24	0.81	68	52	158	148	1	GSE14548		STX6,RPL14,GTF2I,RPS3A,PSMA7,MTDH,RPL11,LMNB1,GLB1,DNAJC3,MELK,PSMD14,NAB1,VAPB,GPRASP2,ABCB1,DMD,FAM13A,EGF,LIFR,GPRASP1,PLEKHH2,TRPC1,SEMA5A,SPRY1,TCF7L1,PDGFD,FAM176A,EFHA2,PALMD,CLDN11,GNG7,RCSD1,LAMA3,USP31,GTF2IRD1,IL11RA,HOXA5,AMIGO2,EGR1,GLT8D2,CXCL14,FIGF,CHRDL1,GAS1,CX3CL1,SCARA5,ODZ2,SPINT2,PPL,DBNL,STAT4,C19orf21
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.24	0.81	85	77	158	148	1	GSE14548	DMD	CRYAB,LAMA3,FXYD1,FIGF,PEAR1,CHRM5,CX3CL1,PALMD,MME,CD300LG,TGFBR3,SEMA5A,PDGFD,TCF7L1,GTF2IRD1,EGF,USP31,ODZ2,NAV2,HS3ST4,CLDN11,MAMDC2,TRPC1,NAB1,GPRASP2,SCN4B,KIAA1751,CHI3L1,EBF1,CDC42EP5,IL11RA,OSR1,DENND2A,KCNMB1,RGMA,GLT8D2,EDNRB,OXTR,LIFR,LMOD1,DBNL,ITM2A
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.24	0.81	14	11	158	148	0	GSE14548		GLB1,RPL14,RPS3A,PSMA7,RPL11,GTF2I,ABCB1,DNAJC3,LHFPL2,DUT,MTDH,TGFBR3,GPC3,DMD,CX3CL1,BTAF1,FAM176A,GLTSCR2
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.24	0.81	11	8	158	148	0	GSE14548		RPL14,MTDH,RPS3A,GTF2I,PSMA7,GLTSCR2,RPL11,SMC4,TWISTNB,BTAF1,DUT,KIF2C,MRPL14,INTS7,DMD,NAB1,DNAJC3,GLB1,GNG7,RCSD1,AMIGO2
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.24	0.81	43	39	158	148	0	GSE14548	GNG7	RPL11,RPS3A,MTDH,RPL14,ICMT,STX6,GLB1,LMNB1,VAPB,GTF2I,DNAJC3,SMC4,EDNRB,ANLN,PDGFD,ITM2A,NAB1,DUT,GPRASP1,LHFPL2,DMD,SEMA5A,KCNJ16,HS3ST4,CLDN11,ODZ2,ABCB1,GPRASP2,KCNMB1,MOCS1,EFHA2,SCN4B,PNMAL1,LHFP,CX3CL1,KIAA1751
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.24	0.81	25	24	158	148	0	GSE14548	GNG7	GLB1,ICMT,RPL11,RPS3A,MTDH,RPL14,VAPB,LMNB1,PSMA7,STX6,DMD,EDNRB,PEAR1,LHFPL2,FAM13A,EFHA2,MOCS1,CHI3L1,CLDN11,ABCB1,CX3CL1,GPRASP1,LHFP,HS3ST4,SCN4B,TRPC1
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.24	0.81	33	29	158	148	1	GSE14548	GNG7	ICMT,GLB1,STX6,LMNB1,VAPB,EDNRB,CLDN11,PDGFD,LHFPL2,MOCS1,ABCB1,GPRASP1,LHFP,RGMA,ACOT12,KIAA1751,DENND2A,CX3CL1,SCARA5,IL25
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.24	0.81	21	16	158	148	0	GSE14548		RPL11,RPS3A,RPL14,MTDH,BTAF1,TWISTNB,SMC4,GLB1,CDCA3,GNG7,RCSD1,NAB1,AMIGO2,CRYAB,ITM2A,S100P,STX6,FIGF,EDNRB,LHFP,CX3CL1,CHRDL1
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.24	0.81	36	30	158	148	0	GSE14548		RPL14,STX6,PSMA7,RPS3A,GTF2I,PSMD14,MTDH,GLB1,RPL11,LMNB1,DMD,DNAJC3,MRPL14,GPRASP2,ABCB1,CRYAB,PLEKHH2,TRPC1,FAM176A,GPRASP1,CHI3L1,MOCS1,FXYD1,EDNRB,PPP1R14A,KIAA1751,DENND2A,KLHL13,PDGFD,CHRDL1,CDH12,PALMD,FAM13A,DHRS13
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.24	0.81	14	10	158	148	0	GSE14548		BTAF1,RPS3A,GTF2I,TWISTNB,TGFBR3,MTDH,RPL14,KIF2C,DUT,GLTSCR2,MRPL14,LHFPL2,PSMA7,RPL11,DMD,NAB1
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	0.24	0.81	21	20	158	148	0	GSE14548		CHRM5,GPRASP2,DMD,CLDN11,EFHA2,PAMR1,HS3ST4,CXCL14,TRPC1,FXYD1,CX3CL1,GPRASP1
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.24	0.81	108	86	158	148	0	GSE14548	KL	GTF2I,RPL14,RPS3A,STX6,PSMA7,RPL11,MTDH,BTAF1,DNAJC3,PSMD14,DMD,LMNB1,GLB1,TWISTNB,MELK,CRYAB,LSM14B,DENND2A,FOXN3,EFHA2,TCF7L1,TRPC1,PLEKHH2,GPRASP2,DBNL,GLT8D2,EGF,EBF1,IL11RA,SPRY1,FAM176A,GTF2IRD1,FXYD1,PALMD,KIAA1751,RGMA,SEMA5A,COL10A1,IL25
BIOCARTA_GATA3_PATHWAY	0.25	0.82	16	16	158	148	0	GSE14548		GTF2I,RPL11,STX6,MTDH,RPL14,ITM2A,ANLN,GPRASP1,DNAJC3,ODZ2,CEP55,GPRASP2,EFHA2,MELK,ABCB1,PNMAL1,NR2F2,STAT4,AMIGO2
BIOCARTA_GLYCOLYSIS_PATHWAY	0.25	0.82	10	8	158	148	0	GSE14548		RPS3A,RPL11,RPL14,PSMA7,GTF2I,PSMD14,GLB1,MRPL14,LMNB1,DUT,CRYAB,MOCS1,MTDH,DMD,ACOT12,ZNF524,STX6,ICMT,DBNL,DNAJC3
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.25	0.82	75	64	158	148	0	GSE14548		MTDH,RPL14,RPS3A,BTAF1,STX6,GTF2I,RPL11,GLB1,MELK,SMC4,GLTSCR2,DUT,NAB1,DNAJC3,STAT4,AMIGO2,LMNB1,VAPB,DBNL,PBK,EFHA2,DMD,INTS7,ANLN,LSM14B,CBFA2T3,RCSD1,FOXN3,PPL,CRYAB,GNG7,CASP1,FAM13A,MME,GPRASP1,SCARA5,SPINT2,ICMT,TMEM206,NR2F2,CX3CL1,EBF1,ODZ2,EGR1,TCF7L1,PEAR1
KEGG_PRION_DISEASES	0.25	0.82	35	32	158	148	0	GSE14548	EGR1	STX6,GTF2I,ACOT12,MTDH,DMD,CRYAB,RPL11,GLB1,ITM2A,RPL14,MELK,PSMA7,DNAJC3,GPRASP1,KIAA1751,CX3CL1,PDGFD,DUT,EFHA2,PAMR1,RGMA,LMNB1,MOCS1,GPIHBP1,HS3ST4,PEAR1,SEMA5A,LSM14B,VAPB,LPL,CXCL14,DENND2A,LAMA3,GPC3,COL10A1,MME,PPP1R14A,TCF7L1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.25	0.82	10	10	158	148	0	GSE14548		ACOT12,CX3CL1,GPRASP2,KIAA1751,DMD,CLDN11
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.25	0.82	25	17	158	148	0	GSE14548	LMOD1	RPS3A,DMD,CRYAB,LHFP,RPL11,TCF7L1,KIF2C,ANLN,RPL14,GLB1,ODZ2,LIFR,DUT,ABCB1,GTF2IRD1,GTF2I,DENND2A,CAPN6,SMC4,GAS1,PDGFD,PEAR1,KCNMB1,CHI3L1,EDNRB,CKAP2,CHRDL1,STX6,NUSAP1,CDC42EP5,PALMD,DBNL,GYPC,GLT8D2,FXYD1,C19orf21
REACTOME_METABOLISM_OF_RNA	0.25	0.82	330	235	158	148	3	GSE14548	RPL14,RPS3A,RPL11,PSMA7,PSMD14	DUT,CCNB1,SMC4,GLTSCR2,BTAF1,GTF2I,MTDH,MRPL14,INTS7,TWISTNB,ATAD2,WHSC1,TRIP13,ZWILCH,LMNB1,KIF2C,CKAP2,PBK,NUSAP1,SGOL2,SHCBP1,KIF20A,TTK,MELK,CEP55,STX6,CDCA8,CENPA,EXO1,DNAJC3,CDCA3,UBE2C,GLB1,ANLN,CDKN3,ALKBH2,TMEM206,MME,DHRS13,ABCB1,NAB1,DMD,CCDC50,LSM14B,RCSD1,HJURP,PPME1,CRYAB,FOXN3,CCNB1IP1,CBX7,AMIGO2,RMI2,GTF2IRD1,EBF1,ITM2A,DBNL,C5orf4,TBCEL,PPL,FAM13A,PEAR1,SPINT2
BIOCARTA_EIF_PATHWAY	0.26	0.84	16	14	158	148	0	GSE14548		RPL11,RPL14,RPS3A,BTAF1,PSMD14,PSMA7,INTS7,GLTSCR2,GTF2I,CCNB1,SMC4,ATAD2,DUT,CKAP2,MTDH,WHSC1,ZWILCH,LMNB1,SHCBP1,KIF2C,TRIP13,PBK,TWISTNB,MELK,TTK,KIF20A,GLB1,NUSAP1,SGOL2,DNAJC3,UBE2C,CENPA,CEP55,MRPL14,STX6,NAB1,CDCA8,EXO1,ANLN,CDCA3,CDKN3,CBX7,TMEM206,EFHA2,FOXN3,MME
BIOCARTA_DEATH_PATHWAY	0.26	0.83	33	25	158	148	0	GSE14548		MTDH,RPL14,DNAJC3,BTAF1,GLB1,RPS3A,RPL11,CCDC50,CDCA3,CASP1,TRIP13,DUT,STX6,LMNB1,PEAR1,TWISTNB,MRPL14,MME,NAV2,CDC42EP5
BIOCARTA_MTOR_PATHWAY	0.26	0.84	23	18	158	148	0	GSE14548		RPL11,RPS3A,RPL14,BTAF1,GTF2I,SMC4,GLTSCR2,MTDH,PSMA7,ATAD2,CCNB1,INTS7,TWISTNB,PSMD14,DUT,LMNB1,CKAP2,WHSC1,GLB1,DNAJC3,KIF2C,ZWILCH,TRIP13,STX6,UBE2C,MRPL14,SHCBP1,MELK,PBK,NAB1,NUSAP1,TTK,CENPA,KIF20A,DBNL,FOXN3,EXO1,CBX7,PPL,CEP55,TMEM206,MME,SPINT2,EFHA2,PPME1,CRYAB
BIOCARTA_TCYTOTOXIC_PATHWAY	0.26	0.84	14	12	158	148	0	GSE14548		ABCB1,STAT4,GLTSCR2,CEP55,ITM2A,SGOL2,AMIGO2,RCSD1,PEAR1,PPL,CXCL14,CX3CL1,DENND2A,PAMR1
BIOCARTA_UCALPAIN_PATHWAY	0.26	0.84	18	13	158	148	0	GSE14548		RPS3A,RPL11,GLB1,DMD,RPL14,MTDH,DNAJC3,VAPB,NAB1,GTF2I,STX6,PEAR1,ANLN,EGF,CRYAB,LMNB1,FIGF,FAM13A,MELK,DBNL,GYPC,LAMA3
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.26	0.84	12	12	158	148	0	GSE14548		CHRM5,DMD,KIAA1751,FXYD1,GPIHBP1,RGMA,ICMT,DENND2A
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.26	0.84	17	14	158	148	0	GSE14548		RPL14,RPL11,GLTSCR2,INTS7,RPS3A,DUT,CCNB1,PSMA7,SMC4,WHSC1,ATAD2,TRIP13,BTAF1,PSMD14,GTF2I,TWISTNB,LMNB1,NUSAP1,ZWILCH,KIF2C,SHCBP1,CKAP2,CDCA8,MRPL14,PBK,MELK,KIF20A,ALKBH2,TTK,SGOL2,STX6,DHRS13,TMEM206,CEP55,MTDH,EXO1,GTF2IRD1,CENPA,GLB1,DNAJC3,LSM14B,NAB1,CRYAB,ICMT,DBNL,ITM2A,PPL,SPINT2
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.26	0.84	14	13	158	148	0	GSE14548		MTDH,GLTSCR2,RPL11,RPS3A,BTAF1,TGFBR3,TWISTNB,LHFPL2,KIF2C,MRPL14,DUT,AMIGO2,DMD,NAB1
BIOCARTA_AMI_PATHWAY	0.27	0.84	20	15	158	148	1	GSE14548		FIGF,ACOT12,TCF7L1,CRYAB,LAMA3,GPC3,PDGFD,DMD,GPIHBP1,EGF,DENND2A,GAS1,OSR1,PALMD,CHRDL1,MAMDC2,SEMA5A,PEAR1,KIAA1751,EDNRB,CHI3L1,LIFR
BIOCARTA_IL2RB_PATHWAY	0.27	0.85	38	35	158	148	0	GSE14548	E2F1	RPL14,RPS3A,GTF2I,BTAF1,STX6,RPL11,PSMA7,MTDH,DUT,MELK,DNAJC3,GLTSCR2,SMC4,NAB1,PBK,DBNL,GLB1,FOXN3,PPL,CRYAB,EFHA2,AMIGO2,LSM14B,TMEM206,SPINT2,PEAR1,DHRS13,CASP1,STAT4,CEP55,TGFBR3,RCSD1,EGR1
BIOCARTA_PGC1A_PATHWAY	0.27	0.85	26	19	158	148	0	GSE14548		RPS3A,DMD,RPL11,SMC4,GTF2I,RPL14,STX6,KIF2C,MTDH,DUT,CAPN6,TWISTNB,CKAP2,MELK,HS3ST4,LSM14B,EBF1,NAB1,GLB1,NUSAP1,EFHA2,ICMT,CHRM5,CX3CL1,MOCS1,ITM2A,CCNB1IP1,CCDC50,ZNF524,PER1,STAT4,TMEM206,RGMA,GPIHBP1
BIOCARTA_BARR_MAPK_PATHWAY	0.27	0.85	12	11	158	148	0	GSE14548		GTF2I,STX6,RPS3A,RPL11,PSMA7,CRYAB,RPL14,LMNB1,ICMT,VAPB,SMC4,MELK,MTDH,CCNB1,BTAF1,PBK,USP31,DNAJC3,GNG7,EFHA2,TWISTNB,GLB1,GPRASP2,LSM14B,PDGFD,CXCL14,CSRNP3,DMD,PNMAL1,CX3CL1,KIAA1751
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.27	0.85	17	14	158	148	0	GSE14548	MME	ABCB1,GLB1,RPL11,FXYD1,GPC3,RGMA,MTDH,DMD,LHFPL2,DHRS13,CRYAB,TGFBR3
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.27	0.85	71	57	158	148	0	GSE14548		MTDH,RPL11,RPL14,BTAF1,RPS3A,MELK,CCDC50,GTF2I,STX6,KIAA1751,TWISTNB,NAB1,CASP1,GNG7,RCSD1,AMIGO2,GLB1,GPRASP1,GLT8D2,NKX6-1,IL25,PEAR1,MME,GPRASP2,EFHA2,TRPC1,SPINT2,USP31,EGR1
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.27	0.84	24	18	158	148	0	GSE14548		RPL14,PSMD14,RPS3A,RPL11,PSMA7,CCNB1,INTS7,BTAF1,DUT,SMC4,WHSC1,TRIP13,GLTSCR2,MTDH,GTF2I,ATAD2,MRPL14,SHCBP1,ZWILCH,PBK,CKAP2,KIF2C,LMNB1,EXO1,TWISTNB,TMEM206,GLB1,DNAJC3,KIF20A,ALKBH2,ANLN,MELK,ABCB1,STX6,TTK,ICMT,DHRS13
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.27	0.84	27	24	158	148	2	GSE14548	CDH12	RPS3A,DNAJC3,SPRY1,PPL,GLB1,LAMA3,TCF7L1,RPL14,DMD,STX6,TCEAL2,OXTR,NAB1,FIGF,CD300LG,LIFR,SCARA5,GTF2IRD1,FOXN3,CX3CL1,PDGFD,CXCL14,EFHA2,CLDN11,GLT8D2,TRPC1,KIAA1751,CHRDL1,GAS1,RGMA,DENND2A,ZNF524
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.27	0.85	10	10	158	148	0	GSE14548		MTDH,RPL11,RPS3A,CCDC50,RPL14,TGFBR3,SMC4,TWISTNB,BTAF1,LHFPL2,GNG7,RCSD1,NAB1,AMIGO2
BIOCARTA_ERYTH_PATHWAY	0.28	0.85	15	10	158	148	0	GSE14548		FIGF,CRYAB,EGF,PDGFD,TGFBR3,MAMDC2,CHI3L1,DMD,LAMA3,DENND2A,TCF7L1,EDNRB,GLT8D2,SEMA5A,LIFR,PALMD,CX3CL1,RGMA
KEGG_VIRAL_MYOCARDITIS	0.28	0.85	73	63	158	148	1	GSE14548	DMD	CRYAB,GLTSCR2,MTDH,RPL14,FAM176A,DNAJC3,RPS3A,GLB1,AMIGO2,MELK,RPL11,LMNB1,STX6,DBNL,CASP1,EBF1,KIF2C,MME,PEAR1,NAB1,LAMA3,IL11RA,S100P,ABCB1,CXCL14,ITM2A,CD300LG,RCSD1,PALMD,CHRM5,TCF7L1,SEMA5A,CHRDL1,PDGFD,SCARA5,VAPB,STAT4,FXYD1,TRPC1,LMOD1,FAM13A,PPL
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.28	0.85	82	74	158	148	1	GSE14548		GLB1,PDGFD,GTF2I,ABCB1,LHFPL2,STC2,PRR15,FIGF,FAM13A,ICMT,FXYD1,KIAA1751,ZNF524,IL11RA,CX3CL1,CBFA2T3,AMIGO2,GLT8D2,MOCS1,SCARA5,EGR1,CXCL14,FAM176A,PEAR1,RGMA
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.28	0.85	49	41	158	148	0	GSE14548	NR3C2	IL25,KIAA1751,NR2F2,DMD,CBX7,CRYAB,GIPC2,GPRASP1,TGFBR3,DBNL,ACOT12,C19orf21,APCDD1,LHFP,TCEAL2,PER1
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.28	0.85	17	11	158	148	0	GSE14548		DMD,RPL11,RPS3A,SMC4,KIF2C,CRYAB,RPL14,CHRM5,DUT,CX3CL1,CAPN6,TWISTNB,CKAP2,CLDN11,STX6,ATAD2,NUSAP1,FIGF,HS3ST4,PSMD14,GLB1,MOCS1,EBF1,MELK,GPRASP2,PNMAL1,ITM2A,CCNB1IP1,CCDC50
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.28	0.85	12	8	158	148	0	GSE14548		DMD,KIAA1751,RGMA
BIOCARTA_CFTR_PATHWAY	0.29	0.86	12	11	158	148	0	GSE14548		GTF2I,MTDH,STX6,RPL11,ANLN,ITM2A,GPRASP1,ODZ2,GPRASP2,CEP55,GLB1,PNMAL1,EFHA2,ABCB1,PDGFD,MME,CX3CL1,GNG7,KIAA1751
